#Table1
u,g,r,i,z,class,z1,zerr
19.43856,19.2839,19.24061,18.94186,18.97089,QSO,1.648334,0.0005507795
19.21078,18.07674,17.56011,17.31588,17.19775,STAR,0.0001581043,1.595583E-05
18.31463,16.74875,16.03869,15.72078,15.53718,STAR,-7.915869E-05,8.878796E-06
16.29302,15.19112,15.42352,15.58169,15.69657,STAR,-0.0002840185,4.716324E-06
18.6559,16.69335,15.90282,15.55461,15.35166,STAR,9.433569E-05,1.097957E-05
18.5015,16.77763,15.89027,15.35526,14.98808,GALAXY,0.06136565,1.57896E-05
17.1799,17.60911,18.08301,18.44389,18.78171,STAR,-0.0003169626,2.937451E-05
19.24675,18.29668,17.93729,17.79096,17.75078,STAR,-0.0001876673,1.089889E-05
19.47766,18.36073,17.916,17.6184,17.42578,GALAXY,0.03985561,1.313141E-05
17.81351,16.0765,15.48154,15.29708,15.22882,STAR,-2.225292E-05,6.259818E-06
16.16405,15.07084,14.95444,14.92132,14.96153,STAR,1.493788E-05,6.062779E-06
19.50014,18.3091,17.79352,17.45809,17.23127,GALAXY,0.09972382,8.213854E-06
17.80832,16.5754,16.57434,16.64884,16.7255,STAR,-0.0004491619,8.495919E-06
19.3837,19.20064,19.08559,19.11725,18.89876,QSO,0.8832341,0.0002488305
18.55491,16.43202,15.53177,15.03215,14.67721,GALAXY,0.03366327,1.108459E-05
18.36238,18.59212,19.00749,19.31171,19.57727,STAR,-1.344984E-05,5.928963E-05
18.01512,16.36336,15.60339,15.24233,14.93775,GALAXY,0.03413788,1.030985E-05
18.50753,17.45578,17.08704,16.85446,16.72704,GALAXY,0.04379407,7.560588E-06
16.71885,15.18131,14.45547,14.03502,13.69376,GALAXY,0.03341444,7.41018E-06
19.47112,18.08397,17.46898,17.19835,17.06624,STAR,-1.420242E-05,1.583625E-05
19.17882,18.58459,18.52192,18.09523,18.22754,GALAXY,0.08047853,5.969035E-06
19.16652,17.41539,16.44601,15.952,15.60054,GALAXY,0.07218298,1.541621E-05
18.72389,18.69087,18.39764,18.32614,18.42253,QSO,1.215679,0.0002347411
19.15074,18.08667,17.56763,17.37407,17.23693,STAR,-0.0002682632,1.263599E-05
18.50712,16.9743,16.4364,16.25571,16.17839,STAR,8.181843E-05,8.40201E-06
16.22302,15.16582,15.02911,15.00146,15.04196,STAR,8.735639E-05,9.269672E-06
19.27313,17.20704,16.18859,15.75762,15.42384,GALAXY,0.08968961,1.864226E-05
18.73965,16.64224,15.81662,15.38192,15.05025,GALAXY,0.03080624,1.170702E-05
19.40501,18.30743,17.54556,17.03194,16.7153,QSO,0.1324574,4.474973E-05
17.84834,15.96242,15.18013,14.9049,14.73939,STAR,4.862118E-05,8.404093E-06
17.81819,17.41451,17.4757,17.40724,17.54673,QSO,0.6282029,7.76407E-05
16.89029,15.24242,14.68395,14.52882,14.4668,STAR,-0.000173082,9.033905E-06
18.27601,18.0381,17.73588,17.67929,17.74864,QSO,1.339272,0.0001635745
19.52886,18.08676,17.44549,17.05104,16.77951,GALAXY,0.04158987,1.256998E-05
17.45414,16.43361,16.02295,15.84092,15.78034,STAR,-0.0009321135,1.074277E-05
18.07633,16.71218,16.18704,15.88708,15.68302,GALAXY,0.03393785,1.148548E-05
18.90816,17.26035,16.56142,16.19153,15.88944,GALAXY,0.0331635,1.703953E-05
18.71139,17.93147,17.69472,17.36956,17.28293,GALAXY,0.04849065,6.943679E-06
18.91539,18.66734,18.58023,18.3216,18.28489,QSO,1.638834,0.0002805202
19.29183,18.58921,18.35187,18.20132,19.26151,GALAXY,0.008878388,1.311266E-05
17.69106,16.68838,16.44662,16.25244,15.96373,GALAXY,0.02901362,7.610275E-06
18.96461,17.26489,16.33434,15.8089,15.42905,GALAXY,0.05848204,1.411396E-05
19.05736,18.94104,19.27426,19.56946,19.89165,STAR,-3.569388E-05,4.28518E-05
19.28666,19.21952,19.04372,19.14399,19.42164,GALAXY,0,0
18.86616,17.91052,17.46931,17.2801,17.21426,STAR,-0.0005831329,1.948043E-05
18.94896,17.59742,17.05071,16.85599,16.73539,STAR,-8.281928E-05,1.208176E-05
19.26818,17.40454,16.52812,16.12964,15.82373,GALAXY,0.06468097,1.794481E-05
19.08604,17.6224,16.96416,16.66196,16.49429,STAR,-0.0004538689,1.098279E-05
19.03408,17.32481,16.53811,16.25662,16.10539,STAR,-0.0002973091,4.548048E-06
18.54665,17.68812,17.3473,17.17477,17.02294,GALAXY,0.01840935,6.32559E-06
18.27955,16.45678,15.72382,15.40721,15.22921,STAR,-0.0005603573,9.050405E-06
19.01579,17.84425,17.34389,17.1593,17.09635,STAR,0.0002044485,8.26955E-06
18.84009,16.96076,16.06287,15.62565,15.31221,GALAXY,0.05061569,1.305442E-05
19.5246,18.64063,18.69932,18.52859,18.27246,QSO,2.341573,6.482715E-05
19.58038,19.2819,19.27253,18.96887,18.61905,QSO,0.4253347,4.008137E-05
18.85945,17.9228,17.5497,17.40362,17.37336,STAR,-0.000383045,1.151498E-05
17.53651,16.52412,16.30079,16.23033,16.23822,STAR,-0.0003977778,1.091349E-05
19.54271,18.48138,18.10535,17.94681,17.89877,STAR,-0.0004360757,1.102533E-05
18.92748,17.05255,16.1479,15.71118,15.37828,GALAXY,0.05647176,1.926034E-05
17.08928,15.76425,15.14922,14.84082,14.68583,STAR,8.403827E-05,1.038361E-05
18.01545,16.59649,16.02207,15.71562,15.51485,GALAXY,0.03614413,1.418236E-05
18.93369,17.65009,17.13108,16.7649,16.61399,GALAXY,0.05714188,7.362042E-06
19.47855,18.20672,17.52796,17.14691,16.85741,GALAXY,0.1065775,9.681968E-06
18.7763,17.59743,17.09136,16.87617,16.7704,STAR,-0.0007400982,1.318148E-05
17.67642,16.17184,15.49209,15.22175,15.06044,STAR,-0.0007099082,7.484747E-06
16.97696,15.73352,15.26867,15.09452,15.01046,STAR,-0.0001061822,8.340881E-06
19.16234,18.00924,17.14456,16.74018,16.45698,GALAXY,0.199671,1.578084E-05
19.04497,17.02275,16.17568,15.81643,15.61543,STAR,-0.001264962,1.287655E-05
17.46841,16.4981,16.12863,15.97362,15.93874,STAR,0.0002724442,8.504991E-06
18.95822,17.54161,16.95516,16.62146,16.39024,GALAXY,0.04303501,1.299197E-05
18.9634,17.45777,16.87071,16.65758,16.54525,STAR,0.0001372306,9.043681E-06
17.40124,15.83551,15.07353,14.67258,14.39183,GALAXY,0.02533646,1.364542E-05
18.87868,17.2692,16.60854,16.39018,16.27088,STAR,-0.0001952391,6.362449E-06
18.81281,17.90726,17.62672,17.531,17.49302,STAR,-0.000499242,2.679395E-05
17.21045,15.63045,15.05952,14.85268,14.76969,STAR,0.0001029347,9.346037E-06
19.50955,18.30017,17.77943,17.49292,17.26514,GALAXY,0.04573921,7.521747E-06
18.92924,17.57569,16.87126,16.4123,16.07846,GALAXY,0.0572972,6.899177E-06
16.84222,15.56448,15.68381,15.78183,15.8384,STAR,-0.0005113867,4.780615E-06
19.15298,17.89548,17.35895,17.05361,16.77841,GALAXY,0.04105975,1.174889E-05
18.59587,16.86933,16.13583,15.82858,15.65818,STAR,2.390199E-05,9.159544E-06
17.39985,16.42547,16.13774,16.00289,15.97662,STAR,-0.0005395958,1.187697E-05
18.92815,17.217,16.40689,15.95278,15.65437,GALAXY,0.09406762,9.655315E-06
19.41027,18.15757,17.72112,17.44304,17.29088,GALAXY,0.05095138,7.755038E-06
18.58763,17.27507,17.36946,17.466,17.53042,STAR,-0.000718921,6.107629E-06
16.42935,15.35317,15.13294,15.06791,15.09428,STAR,7.397839E-05,8.142833E-06
18.59016,17.6612,17.36334,17.23536,17.21977,STAR,-0.0003617083,1.776579E-05
19.0549,17.33073,16.47117,16.02366,15.66935,GALAXY,0.03551888,1.067238E-05
17.70162,16.70109,16.30424,16.15935,16.09547,STAR,-0.0002174967,1.097535E-05
19.25544,17.98547,17.39448,16.92214,16.71914,GALAXY,0.1308752,7.338452E-06
19.28052,17.98687,17.34525,17.02749,16.92979,GALAXY,0.03590161,4.231251E-05
18.23991,17.24685,16.93193,16.81273,16.77167,STAR,-0.001068205,1.363822E-05
18.52915,16.49791,15.60664,15.19007,14.88886,GALAXY,0.06533004,1.053523E-05
18.77,17.66994,17.20959,17.02982,16.92603,STAR,-0.0004106083,9.12609E-06
18.76709,17.6234,17.06465,16.743,16.54028,GALAXY,0.06520519,8.293378E-06
17.64323,15.81,15.04368,14.63892,14.39991,GALAXY,0.03133378,1.850759E-05
18.43262,16.68324,15.85177,15.4618,15.15095,GALAXY,0.03232853,1.124999E-05
19.3299,19.1474,18.95899,19.05397,19.14321,QSO,0.9817965,0.0002298649
19.38306,18.44602,18.09907,17.97504,17.95084,STAR,-0.000364108,1.636732E-05
17.92125,16.46326,15.78389,15.40788,15.09661,GALAXY,0.02908492,8.14797E-06
18.26782,18.21173,17.99904,17.99679,18.09101,QSO,1.231841,0.0002493558
19.01989,17.81417,18.05356,18.21005,18.33328,STAR,-0.0007001605,1.026384E-05
18.57243,16.95625,16.25273,15.96246,15.79082,STAR,-0.0006046891,1.190688E-05
19.48963,18.49822,18.14978,18.04157,17.99163,STAR,-0.0003723032,1.580318E-05
17.6937,16.09685,15.49322,15.2562,15.13931,STAR,7.480558E-05,8.101573E-06
16.9552,16.00184,16.25113,16.4561,16.58495,STAR,-0.0005495012,6.036811E-06
19.18632,17.9473,17.21941,16.84895,16.65406,GALAXY,0.1232595,1.27928E-05
18.90138,17.21066,16.62752,16.42473,16.32371,STAR,0.0001526284,8.38028E-06
19.54829,18.00392,17.28845,16.88156,16.72602,GALAXY,0.1288767,1.089411E-05
19.34423,18.31202,18.29346,18.33556,18.45937,STAR,-0.0009854758,2.596198E-05
17.62052,16.64889,16.37309,16.23958,16.19815,STAR,-0.0006482658,1.376074E-05
19.24196,17.59342,16.54366,16.07607,15.73249,GALAXY,0.1241152,1.869497E-05
19.21006,18.07436,17.49163,17.26844,17.1287,STAR,-0.0008035297,1.701566E-05
19.26487,17.97438,17.35548,16.9824,16.6959,GALAXY,0.06154416,8.279735E-06
18.19783,16.38551,15.66185,15.3841,15.22313,STAR,-0.0002145094,8.995906E-06
16.66235,17.04523,17.53641,17.86726,18.15521,STAR,3.51815E-05,3.609831E-05
19.40344,18.17904,17.48538,17.08317,16.88841,GALAXY,0.1659599,1.208901E-05
18.69714,17.48616,16.93121,16.69454,16.56997,STAR,-0.00141704,1.593485E-05
18.36544,16.78784,16.14786,15.85595,15.72644,STAR,-0.000616851,1.315833E-05
18.73291,17.7752,17.48451,17.36168,17.35272,STAR,-0.0007237485,2.462657E-05
18.80957,17.73251,17.38862,17.23561,17.17983,STAR,-0.0005730139,1.860825E-05
18.87871,17.66926,17.05803,16.73153,16.41729,GALAXY,0.0277606,4.911111E-06
19.56866,18.14599,17.53941,17.17874,16.9765,GALAXY,0.05946141,7.9671E-06
19.59049,18.24644,17.50028,17.13561,16.85382,GALAXY,0.08989696,1.788275E-05
18.60273,17.62331,17.30207,17.16788,17.1522,STAR,-0.0005340321,8.977317E-06
18.77607,17.1141,16.56519,16.37139,16.30619,STAR,-0.0002633928,7.624984E-06
18.4636,17.14149,16.52029,16.16704,15.99777,GALAXY,0.06631324,1.603735E-05
18.43021,17.38752,16.93639,16.67452,16.44289,GALAXY,0.03179956,2.93046E-06
19.08258,17.62975,16.95405,16.56892,16.3535,GALAXY,0.08056566,1.047882E-05
18.09454,16.74889,16.17527,15.93231,15.80201,STAR,-0.0007074217,1.03795E-05
19.49396,18.38452,17.98851,17.82057,17.72606,STAR,5.237611E-05,9.87584E-06
19.2447,18.13789,17.36082,16.94679,16.71393,GALAXY,0.229267,1.660024E-05
17.49896,15.68426,14.98787,14.73993,14.59601,STAR,-0.0002592424,7.64484E-06
17.15407,15.98325,15.81205,15.78283,15.80344,STAR,-0.0002253251,7.882158E-06
18.63681,17.75576,17.4262,17.28492,17.22906,STAR,-0.0002547374,1.637731E-05
19.17964,18.03161,18.15394,18.23672,18.32274,STAR,1.208414E-05,1.476609E-05
17.97168,16.18719,15.44032,15.07285,14.77581,GALAXY,0.03414256,9.54303E-06
18.16027,17.77667,17.27702,16.82008,16.69913,QSO,0.1545412,2.943655E-05
19.35898,17.72371,16.98124,16.6677,16.50032,STAR,-0.0004019117,7.878268E-06
19.19105,18.03647,17.40861,17.08466,16.85005,GALAXY,0.1294707,1.345469E-05
17.14533,16.01306,15.91876,15.90539,15.96289,STAR,-0.0004194872,6.07993E-06
18.27611,17.07667,16.60136,16.33783,16.16579,GALAXY,0.0323952,1.071665E-05
19.39005,17.60832,16.89239,16.62778,16.47984,STAR,3.221514E-05,6.966616E-06
17.22806,16.23384,15.93945,15.83428,15.81426,STAR,-0.0004549383,1.012385E-05
18.75815,17.76436,17.33822,17.1516,17.08029,STAR,-0.0009316857,1.038399E-05
18.29468,17.14232,16.61691,16.37846,16.24131,STAR,-0.0001131845,1.491712E-05
18.06893,17.064,16.70974,16.54752,16.49264,STAR,-0.0004044696,1.181552E-05
19.1026,18.0299,17.71988,17.61583,17.55252,GALAXY,0.02458739,4.533417E-06
16.40482,15.05131,15.1303,15.22074,15.28052,STAR,0.0001456683,5.041862E-06
17.69629,16.62817,16.50923,16.49731,16.50351,STAR,-0.0001175215,8.480454E-06
18.742,19.73865,19.29126,17.7992,19.10528,GALAXY,0.2426489,3.037904E-05
19.40793,18.12613,17.48454,17.0961,16.84412,GALAXY,0.07436582,9.953029E-06
16.3056,15.25244,14.93307,14.82274,14.80676,STAR,-0.0001843235,8.859585E-06
19.4368,17.89013,17.18812,16.91559,16.77402,STAR,-0.0001772959,7.883591E-06
19.3837,18.26532,17.75241,17.45057,17.23603,GALAXY,0.04575515,8.879144E-06
17.99519,17.09226,16.77074,16.66723,16.60801,STAR,-0.000586222,1.212114E-05
19.23233,18.17637,17.7325,17.37306,17.2731,GALAXY,0.08044982,8.21341E-06
19.46125,18.97123,18.80754,18.75398,18.74669,QSO,1.375999,0.000572175
17.92283,16.64645,16.20698,16.04889,16.02425,STAR,-0.0001080735,8.820901E-06
18.468,17.48946,17.10965,16.95393,16.89648,STAR,-0.0009588156,7.887977E-06
19.40785,18.44457,18.09926,17.99371,17.8853,STAR,1.127407E-05,1.182676E-05
19.2251,17.97783,17.39338,17.03789,16.8777,GALAXY,0.09317081,1.378513E-05
18.11996,16.45321,15.76321,15.45016,15.28896,STAR,-0.0001435001,7.393047E-06
18.80374,16.94542,16.10729,15.75258,15.57337,STAR,-0.0008534719,9.570293E-06
18.56475,17.60896,17.18561,16.98518,16.91211,STAR,0.0002467394,1.03614E-05
19.16852,18.14051,17.67942,17.51069,17.44559,QSO,1.174885,0.0003016673
17.63991,16.28101,15.64132,15.23972,14.98722,GALAXY,0.05272673,1.060317E-05
17.50709,15.97964,15.41746,15.22732,15.13842,STAR,6.193213E-06,7.299786E-06
19.54105,18.50269,18.16434,18.01287,18.00006,STAR,-0.0006199281,1.341636E-05
18.72673,17.72466,17.41187,17.28603,17.24607,STAR,-0.0003350716,2.005226E-05
19.42585,17.54927,16.59876,16.12551,15.76067,GALAXY,0.05814764,1.510603E-05
19.14104,17.68257,17.10028,16.90177,16.80064,STAR,0.0001328158,9.105592E-06
19.25526,17.7296,16.77429,16.31223,16.07039,GALAXY,0.166091,4.328672E-05
19.56963,18.68029,18.39914,18.31994,18.27119,STAR,-0.0002513553,1.47818E-05
19.47638,18.55052,18.26287,18.12754,18.11797,STAR,-0.0002400265,1.64177E-05
19.34489,18.19843,17.52991,17.17068,16.96929,GALAXY,0.1280537,9.274526E-06
18.59544,17.5542,20.72934,16.15292,25.27419,QSO,2.379225,0.0004752709
19.58736,18.57143,18.21963,18.08356,18.06219,STAR,-0.0005150605,1.498726E-05
19.51385,18.87451,18.79229,18.67252,18.43752,QSO,2.245245,0.0002859645
19.19411,17.85995,17.99018,18.11053,18.17782,STAR,-0.0005136479,1.735817E-05
18.08556,17.71575,17.46049,17.36781,17.20057,QSO,0.8364809,6.848283E-05
18.83379,17.71208,17.53929,17.47817,17.44797,STAR,-0.0004195602,9.803293E-06
19.14404,19.01744,18.77033,18.76309,18.81014,QSO,1.317041,0.0009503133
17.09972,16.03125,15.58925,15.43048,15.37857,STAR,-0.0009165138,1.035769E-05
19.53574,18.29305,17.7735,17.40596,17.22689,GALAXY,0.09177072,7.298868E-06
19.02106,17.19322,16.31695,15.89997,15.52927,GALAXY,0.08844093,1.634726E-05
17.53317,15.95491,15.16903,14.73921,14.35631,GALAXY,0.03368698,1.407052E-05
19.29758,17.85023,17.3064,17.12266,17.01926,STAR,-3.035137E-05,8.77664E-06
19.43441,17.60383,16.81349,16.42178,16.15147,GALAXY,0.03849087,1.844116E-05
19.31863,17.42612,16.47461,16.03232,15.66611,GALAXY,0.0807153,2.036814E-05
18.20115,16.81895,16.22282,15.97969,15.82742,STAR,3.475696E-05,7.766221E-06
17.98261,16.62795,16.68907,16.75592,16.80216,STAR,-0.0007821473,4.868382E-06
18.7902,17.44436,16.90678,16.67684,16.57918,STAR,-0.0003348239,1.080655E-05
18.29584,16.1647,15.18117,14.68546,14.30744,GALAXY,0.0385177,1.094904E-05
18.22661,16.72577,16.17723,15.99414,15.93778,STAR,2.218948E-05,7.619346E-06
19.58543,17.81209,16.80274,16.34657,16.00274,GALAXY,0.1425074,1.647183E-05
18.38175,17.19967,17.15999,17.19644,17.25164,STAR,-0.0003276046,1.162927E-05
18.07961,16.84454,16.33321,16.05129,15.86439,GALAXY,0.03048984,9.242492E-06
17.03553,15.80409,15.74375,15.75453,15.78219,STAR,-0.000211251,5.774468E-06
19.48347,18.51684,18.1161,17.93257,17.88108,STAR,-0.0004432176,4.796381E-05
18.80131,16.72242,15.70922,15.22375,14.8568,GALAXY,0.08680915,2.187885E-05
17.11268,16.02727,15.61753,15.45206,15.38207,STAR,-0.0001176375,9.92086E-06
18.82064,17.32347,16.61848,16.19342,15.87895,GALAXY,0.05438701,7.511414E-06
18.75523,17.1824,16.49798,16.18738,16.0122,STAR,-0.0004090464,1.12803E-05
16.08313,14.78504,14.87218,14.9586,15.00609,STAR,-0.0005018706,5.007714E-06
18.24316,16.79326,16.23243,16.00746,15.9102,STAR,-0.0002955381,7.779901E-06
19.29946,19.07285,18.98745,18.82587,18.8278,QSO,1.574834,0.0004283571
19.50521,18.90542,18.83523,18.79892,18.59935,QSO,2.386609,0.0001873946
19.00317,17.37906,16.70787,16.42296,16.25198,STAR,-0.000597941,1.07256E-05
19.56032,18.2974,17.81306,17.58945,17.42841,GALAXY,0.03324059,1.554712E-05
16.70089,17.08423,17.59171,17.91332,18.26497,STAR,-0.000231193,4.545839E-05
19.55145,17.54857,16.53819,16.07857,15.70743,GALAXY,0.09593169,2.206799E-05
16.93833,15.49659,14.78923,14.39523,14.09479,GALAXY,0.03303127,1.18437E-05
18.87705,17.25717,16.47341,16.05666,15.72862,GALAXY,0.06509583,2.328589E-05
18.79703,18.3349,18.11291,18.08502,17.92624,QSO,0.8410988,8.303906E-05
19.05813,17.59806,16.82967,16.35711,16.05524,GALAXY,0.1034615,9.303561E-06
18.72552,17.47286,16.92851,16.71442,16.62859,STAR,5.138344E-05,9.650104E-06
17.85862,16.08619,15.25132,14.83044,14.49571,GALAXY,0.0527515,1.512577E-05
18.60058,17.61055,17.28228,17.15581,17.10816,STAR,-0.0005429482,1.731076E-05
19.59922,18.31711,17.66297,17.27599,16.9995,GALAXY,0.0600281,9.623172E-06
19.57933,19.30394,19.07522,19.09439,18.87995,QSO,0.8730843,0.0003426548
19.4809,19.17825,19.06594,18.8743,18.93705,QSO,1.821343,0.0006855716
19.59722,18.15316,17.60874,17.3913,17.26985,STAR,0.0001337675,1.213126E-05
19.27179,18.0355,17.48445,17.27473,17.212,STAR,-1.485784E-05,1.173655E-05
18.94576,17.99962,17.70032,17.59078,17.56306,STAR,-0.0004540081,1.452694E-05
18.37997,17.23541,16.81519,16.87066,16.39461,GALAXY,0.0420462,1.232293E-05
17.75131,16.17517,15.462,14.94812,15.02376,STAR,-0.0001849311,6.0376E-06
19.52883,19.42413,18.64074,18.44731,18.13699,QSO,0.2664925,5.506858E-05
18.41832,17.62565,17.62939,17.45824,17.4639,GALAXY,0.04092729,5.861751E-06
18.37844,16.68422,15.95349,15.68412,15.54001,STAR,-0.0002124149,6.827725E-06
18.52133,17.30744,16.75773,16.53763,16.43707,STAR,-0.0005713381,1.333537E-05
17.78789,16.46254,15.97947,15.73777,15.62638,GALAXY,0.03523848,1.099299E-05
19.48351,17.54979,16.51694,16.05565,15.67814,GALAXY,0.1157522,2.050262E-05
18.06034,16.84139,16.38079,16.15761,16.01487,GALAXY,0.05040419,1.374511E-05
17.1711,15.49625,14.88666,14.67304,14.56974,STAR,-0.0001410367,8.996149E-06
15.28413,16.98683,14.05962,16.95559,14.19346,STAR,-0.000123101,4.042309E-06
18.9028,19.23498,19.74026,20.0804,20.22305,STAR,-0.0001156033,0.0001144193
18.28642,17.04953,16.60521,16.44416,16.37811,STAR,-2.061091E-05,8.2581E-06
16.97161,15.60213,14.86506,14.4677,14.12728,GALAXY,0.03416274,1.096821E-05
19.32922,17.9388,17.29502,16.91841,16.63093,GALAXY,0.05116997,1.000063E-05
18.24463,16.77508,16.23413,16.05467,15.97217,STAR,6.690154E-05,7.768203E-06
18.58148,17.58963,17.24774,17.09543,17.05511,STAR,-0.0004207148,9.058672E-06
19.09731,17.28139,16.42473,16.00877,15.68745,GALAXY,0.05404538,1.635541E-05
19.25113,17.90302,17.27154,16.8915,16.69768,GALAXY,0.08331095,2.299714E-05
16.81372,15.38633,14.80125,14.56407,14.45109,STAR,-0.0003499796,1.203919E-05
18.70044,17.71589,17.36958,17.22798,17.16708,STAR,-0.0002435118,9.785465E-06
17.63011,16.42608,16.60964,16.76593,16.83309,STAR,-0.001299037,3.718921E-06
18.35071,17.87905,17.97153,18.12775,18.31784,STAR,-0.0003241189,1.698545E-05
19.08987,18.04544,17.70123,17.55445,17.47899,STAR,-0.001021023,2.599838E-05
16.41582,14.67204,14.05179,13.85648,13.78545,STAR,-0.0001664413,8.954972E-06
17.63545,15.61591,14.84037,14.57995,14.43989,STAR,2.047118E-05,7.140399E-06
19.49594,19.13699,18.97725,18.75175,18.78174,QSO,1.661051,0.0006340917
17.51028,17.41636,17.41989,17.42495,17.42411,STAR,4.049149E-05,2.442633E-05
19.54553,18.30588,17.77277,17.45882,17.27278,GALAXY,0.1182024,6.579078E-06
18.98182,16.92052,15.95616,15.51083,15.14654,GALAXY,0.05132692,1.456487E-05
18.21294,18.11814,18.47336,18.78104,19.02599,STAR,-0.0001229351,3.284051E-05
19.54751,18.12092,17.26524,16.81832,16.49582,GALAXY,0.1233819,1.373687E-05
18.10762,17.18819,16.81858,16.67579,16.61581,GALAXY,0,0
19.44434,17.96446,16.96748,16.48844,16.15709,GALAXY,0.1785743,3.274637E-05
18.95287,17.56138,16.76512,16.34132,16.03757,GALAXY,0.05213629,1.861556E-05
19.51744,18.37824,18.4322,18.46937,18.55914,STAR,-0.001713797,1.424373E-05
18.3313,16.72268,16.08683,15.83315,15.6972,STAR,0.0002371787,8.095973E-06
18.94974,17.82334,17.38699,17.20193,17.10588,STAR,-0.0001418167,9.813664E-06
18.69081,17.74558,17.51286,17.34149,17.26182,GALAXY,0.04255286,7.463998E-06
18.08132,17.84118,17.38291,16.93484,17.07091,QSO,0.2069585,3.706944E-05
17.99584,16.97997,16.59084,16.41907,16.31418,STAR,-0.0001467249,1.538719E-05
17.40652,16.2412,15.77067,15.58213,15.49103,STAR,-0.0005578605,8.268671E-06
19.31513,17.46209,16.51063,16.07641,15.73388,GALAXY,0.07372814,1.644807E-05
19.56003,18.34452,17.96101,17.72206,17.63145,GALAXY,0.01839373,1.007952E-05
18.65585,17.12227,16.55354,16.34383,16.25519,STAR,7.814408E-05,8.609342E-06
18.92664,18.01296,17.73425,17.63268,17.60264,STAR,-8.212195E-05,1.095211E-05
19.49181,18.09187,17.5025,17.2442,17.09744,STAR,0.0005659328,1.664469E-05
17.89868,16.89682,16.53883,16.41537,16.35117,STAR,-0.0004701712,1.369951E-05
19.46101,17.95278,17.03132,16.57647,16.23828,GALAXY,0.1263764,2.283494E-05
18.63363,17.28085,16.76427,16.5605,16.46303,STAR,-0.0001096397,9.367078E-06
18.89269,17.7853,17.37596,17.20321,17.1618,STAR,-3.106245E-05,9.7069E-06
19.46122,18.16771,17.53506,17.0848,16.91164,GALAXY,0.08049522,8.394713E-06
18.90833,19.28246,19.80734,20.14945,20.37111,STAR,-7.26396E-05,0.0001505319
16.89387,15.26696,14.68178,14.48573,14.41796,STAR,-0.0001620476,8.865502E-06
18.86748,17.77333,17.29089,16.9616,16.79609,GALAXY,0.04194499,4.964922E-06
17.65975,16.15386,15.5578,15.33798,15.22736,STAR,8.757282E-05,7.903706E-06
18.90616,17.56284,16.97766,16.62393,16.3825,GALAXY,0.0352247,8.205434E-06
18.58637,17.41083,16.88709,16.65362,16.54089,STAR,0.0001768563,1.489908E-05
19.21543,18.83823,19.06886,19.31273,19.50537,STAR,-0.000120507,3.684705E-05
17.80894,16.7566,16.25747,16.11952,15.95497,GALAXY,0.01063271,1.55403E-05
18.33355,16.81425,16.26414,16.07096,15.98505,STAR,0.0001232026,8.999108E-06
19.49916,18.00346,17.34785,17.06357,16.93828,STAR,1.067828E-05,9.920388E-06
18.78517,17.99243,17.94603,17.72929,17.79306,GALAXY,0.05780106,6.723541E-06
18.91637,17.16212,16.33731,15.93223,15.61753,GALAXY,0.05134432,1.273656E-05
19.44578,17.98053,17.43469,17.21416,17.13638,STAR,-9.856306E-05,1.051891E-05
17.69783,16.47331,16.05999,15.92221,15.81952,STAR,-0.0001247693,1.075837E-05
